0,1223,0,16
1,1402,0,176
2,1403,0,177
3,1406,0,174
4,1407,0,169
5,1406,0,161
6,0,8002,0
7,0,8025,0
8,0,8025,0
9,0,8025,0
10,0,8025,0
11,0,8025,0
12,0,8025,0
13,0,8002,0
14,0,8025,0
15,0,8025,0
16,0,8025,0
17,0,8003,0
18,1471,0,94
19,1486,0,82
20,1492,0,72
21,1504,0,76
22,1517,0,71
23,1525,0,32
24,1528,0,15
25,0,8035,0
26,0,8035,0
27,0,8035,0
28,0,8035,0
29,0,8025,0
30,0,8035,0
31,0,8035,0
32,0,8035,0
33,1682,0,27
34,0,8025,0
35,1721,0,10
36,0,8035,0
37,0,8035,0
38,0,8035,0
39,0,8035,0
40,0,8025,0
41,0,8035,0
42,0,8035,0
43,0,8035,0
44,0,8025,0
45,0,8035,0
46,0,8035,0
47,0,8035,0
48,0,8025,0
49,252,0,267
50,250,0,590
51,250,0,751
52,249,0,961
53,247,0,1066
54,244,0,1055
55,241,0,1036
56,239,0,1043
57,236,0,698
58,234,0,610
59,232,0,465
60,0,8002,0
61,228,0,975
62,226,0,355
63,16607,0,48
64,16606,0,52
65,206,0,522
66,16569,0,149
67,0,8002,0
68,0,8002,0
69,0,8002,0
70,214,0,1043
71,212,0,1283
72,211,0,1121
73,210,0,1334
74,209,0,1153
75,208,0,1374
76,207,0,1148
77,207,0,1364
78,206,0,1130
79,205,0,1348
80,205,0,1269
81,204,0,1211
82,204,0,1364
83,202,0,761
84,201,0,271
85,0,8035,0
86,0,8035,0
87,0,8035,0
88,0,8035,0
89,0,8025,0
90,0,8035,0
91,0,8035,0
92,0,8035,0
93,0,8035,0
94,0,8025,0
95,16668,0,35
96,281,0,864
97,1228,0,27
98,1069,0,35
99,963,0,35
100,877,0,38
101,820,0,18
102,736,0,32
103,695,0,67
104,650,0,75
105,611,0,99
106,577,0,112
107,16931,0,59
108,520,0,119
109,495,0,166
110,474,0,179
111,454,0,208
112,435,0,232
113,418,0,245
114,402,0,277
115,388,0,283
116,375,0,332
117,363,0,348
118,351,0,370
119,340,0,390
120,331,0,356
121,323,0,313
122,0,8021,313
123,310,0,209
124,303,0,163
125,16682,0,59
126,0,8035,0
127,0,8035,0
128,0,8035,0
129,0,8035,0
130,0,8025,0
131,0,8035,0
132,0,8035,0
133,0,8035,0
134,0,8035,0
135,0,8025,0
136,0,8035,0
137,0,8035,0
138,0,8035,0
139,0,8025,0
140,0,8035,0
141,0,8035,0
142,0,8035,0
143,0,8025,0
144,0,8035,0
145,0,8035,0
146,0,8035,0
147,0,8035,0
148,0,8025,0
149,0,8035,0
150,0,8035,0
151,0,8035,0
152,0,8025,0
153,0,8035,0
154,0,8035,0
155,0,8035,0
156,0,8025,0
157,0,8035,0
158,0,8035,0
159,0,8035,0
160,0,8025,0
161,0,8035,0
162,0,8035,0
163,0,8035,0
164,0,8025,0
165,0,8035,0
166,0,8035,0
167,0,8035,0
168,0,8025,0
169,0,8035,0
170,0,8035,0
171,0,8035,0
172,0,8035,0
173,0,8035,0
174,0,8035,0
175,0,8002,0
176,0,8035,0
177,0,8035,0
178,0,8035,0
179,0,8035,0
180,0,8025,0
181,0,8035,0
182,0,8035,0
183,0,8035,0
184,0,8035,0
185,0,8025,0
186,0,8035,0
187,0,8035,0
188,0,8035,0
189,0,8035,0
190,0,8025,0
191,0,8035,0
192,0,8035,0
193,0,8035,0
194,0,8035,0
195,0,8002,0
196,0,8035,0
197,0,8035,0
198,0,8035,0
199,0,8002,0
200,0,8035,0
201,0,8035,0
202,0,8035,0
203,0,8035,0
204,0,8025,0
205,0,8035,0
206,0,8035,0
207,0,8035,0
208,0,8035,0
209,0,8002,0
210,0,8035,0
211,0,8035,0
212,0,8035,0
213,0,8035,0
214,0,8025,0
215,0,8035,0
216,0,8035,0
217,0,8035,0
218,0,8035,0
219,0,8035,0
220,0,8035,0
221,0,8035,0
222,0,8035,0
223,0,8025,0
224,0,8035,0
225,0,8035,0
226,0,8035,0
227,0,8035,0
228,0,8035,0
229,0,8025,0
230,0,8035,0
231,0,8035,0
232,0,8035,0
233,0,8035,0
234,0,8002,0
235,0,8035,0
236,0,8035,0
237,0,8035,0
238,0,8035,0
239,0,8035,0
240,0,8025,0
241,0,8035,0
242,0,8021,0
243,0,8035,0
244,0,8035,0
245,0,8035,0
246,0,8035,0
247,0,8025,0
248,0,8035,0
249,0,8035,0
250,414,0,94
251,0,8025,0
252,455,0,193
253,0,8035,0
254,517,0,102
255,556,0,186
256,596,0,170
257,645,0,147
258,696,0,74
259,721,0,47
260,792,0,60
261,894,0,55
262,1027,0,51
263,1204,0,29
264,1455,0,7
265,1453,0,115
266,1451,0,164
267,1448,0,173
268,1498,0,30
269,1554,0,150
270,1555,0,152
271,1557,0,152
272,1556,0,149
273,1555,0,144
274,1559,0,139
275,1570,0,126
276,1570,0,83
277,1573,0,32
278,0,8035,0
279,0,8035,0
280,0,8035,0
281,0,8035,0
282,0,8002,0
283,2049,0,47
284,2047,0,79
285,2063,0,92
286,2073,0,84
287,2085,0,94
288,2093,0,79
289,2108,0,86
290,0,8021,86
291,2137,0,62
292,2154,0,63
293,2167,0,41
294,2208,0,17
295,0,8035,0
296,0,8035,0
297,0,8035,0
298,0,8025,0
299,0,8035,0
300,2316,0,20
301,2346,0,30
302,2357,0,48
303,2401,0,63
304,2321,0,40
305,2315,0,11
306,0,8035,0
307,0,8035,0
308,0,8035,0
309,0,8002,0
310,0,8035,0
311,0,8035,0
312,0,8035,0
313,0,8025,0
314,1904,0,33
315,1893,0,81
316,1902,0,22
317,1866,0,13
318,1833,0,16
319,1817,0,22
320,1773,0,26
321,1771,0,25
322,1743,0,27
323,1727,0,21
324,1711,0,6
325,0,8035,0
326,0,8035,0
327,0,8035,0
328,0,8025,0
329,0,8035,0
330,0,8035,0
331,0,8035,0
332,0,8025,0
333,1560,0,31
334,1547,0,44
335,1539,0,48
336,1528,0,24
337,1515,0,19
338,0,8035,0
339,0,8035,0
340,0,8035,0
341,0,8035,0
342,0,8025,0
343,1449,0,39
344,1446,0,81
345,1441,0,103
346,1438,0,115
347,1432,0,110
348,1424,0,140
349,1422,0,142
350,1418,0,148
351,1414,0,163
352,1414,0,170
353,1410,0,170
354,1407,0,183
355,1402,0,180
356,1403,0,178
357,1403,0,172
358,1402,0,188
359,1401,0,183
